sampleID	CDNA	detected_genes	detected_spikes	read_pairs	pct_trim_Illum	pct_trim_Nex	pct_trim_Smart	per_base_quality_read1	per_base_quality_read2	per_seq_GC_read1	per_seq_GC_read2	paired_total	pct_alignment	paired_aligned_multi	paired_aligned_none	pct_duplication	pct_assigned	assigned	unassigned_ambiguity	unassigned_unmapped	unassigned_multimapping	unassigned_nofeatures	pct_assigned_dedup	assigned_dedup	unassigned_duplicate_dedup	pct_ambiguity	pct_multimapping	pct_nofeatures	top500tpm	batchvar	library_type	QCpass
WTCHG_207700_711503	20150709_C13	0.331797131	3959	38	1489945	5.66537691	25.9456921617	25.1794803975	pass	pass	warn	warn	1482056	83.69	207094	362228	0.189923	33.827980474	558822	20798	141562	242247	688523	23.0568442667	380888	363618	0.0140332079219679	0.163453337795603	0.464572863643479	81.4857516887917	p3	single cell	TRUE
WTCHG_207700_711504	20150709_C56	0.308134445	4869	41	2413382	7.270253942	35.2353252379	14.4340425179	pass	pass	pass	pass	2409810	88.31	396815	417550	0.277714	60.4046702295	1698232	70604	180595	573107	288887	39.5767982429	1112672	780820	0.0292985754063598	0.237822483930268	0.119879575568198	75.5847215112263	p3	single cell	TRUE
WTCHG_207700_711505	20150709_C34	0.687365641	6226	39	2167458	4.748096618	29.0167282877	12.4657543741	pass	pass	warn	warn	2164145	90.86	323229	316280	0.092395	38.101054746	908938	44671	108344	311339	1012306	31.9109506296	761267	272685	0.0206414080387405	0.143862356727484	0.467762557499613	66.3013586274955	p3	single cell	TRUE
WTCHG_207700_711506	20150709_C48	0.310019083	5019	53	3077863	10.32047235	40.1589149462	12.9468449526	pass	pass	pass	pass	3056737	84.56	411839	632252	0.239155	32.561653511	1154843	22206	361986	651577	1356023	18.1839687478	644919	841998	0.00726460928761617	0.213160962163248	0.443617818608536	91.3055000121653	p3	single cell	FALSE
WTCHG_207700_711507	20150709_C83	0.70579322	6368	41	1961844	4.63594455	23.9244398589	11.4037423335	pass	pass	warn	warn	1960488	91.13	303142	287972	0.091492	42.3162594058	894220	43698	84158	229584	861523	35.4326624812	748757	232082	0.0222893483663251	0.11710553698875	0.439443138647112	67.5435453750372	p3	single cell	TRUE
WTCHG_207700_711508	20150709_bulk1	1	6544	69	2949717	9.213019418	34.9500662556	11.599303689	pass	pass	warn	pass	2948108	87.09	336985	527053	0.572862	78.5641000602	2445768	46443	275864	250527	94484	29.6286064696	922364	1591571	0.0157534934269708	0.084978908506744	0.0320490294114056	77.6276902884523	p3	bulk control	FALSE
WTCHG_207700_711517	20150708_C84	0.288143245	4193	40	1858980	5.118290676	28.5631946285	19.246277189	pass	pass	pass	pass	1856863	89.2	290886	315412	0.21997	48.7683175375	1034436	38082	109475	368425	570705	33.1771424854	703728	514425	0.0205087828235039	0.19841259155899	0.30734900743889	88.1096295998545	p2	single cell	TRUE
WTCHG_207700_712502	20150709_C9	0.412208384	4561	48	1685004	9.193271945	31.3120292063	12.7876829021	pass	pass	pass	pass	1682799	86.44	242143	320536	0.171382	41.5580848059	779121	28657	159554	268559	638885	29.8866637934	560308	341658	0.0170293659551735	0.159590658183182	0.379656156201662	77.0688234911069	p3	outlier: endothelial	TRUE
WTCHG_207700_712503	20150709_C27	0.409486128	4345	42	1715442	5.883090189	27.4261925388	12.9446925611	pass	pass	pass	pass	1714471	90.39	253002	258079	0.179868	55.8502786336	1032885	38574	94070	204193	479660	40.9654143925	757607	347199	0.0224990682257093	0.119099710639608	0.279771428038153	79.0545141354554	p3	single cell	TRUE
WTCHG_207700_712504	20150709_C62	0.219975232	4318	44	2712033	12.61444828	42.1873637511	34.7855145605	pass	pass	fail	fail	2639340	71.87	742904	938519	0.610713	20.5556943379	1005534	17980	572869	2971722	323649	8.44645908196	413180	3161355	0.00681230913789053	1.12593375616631	0.122624974425425	96.2747201987438	p3	single cell	FALSE
WTCHG_207700_712505	20150709_C11	0.635433374	4546	41	1859965	5.585105096	27.9290239068	10.5816243872	pass	pass	warn	warn	1859138	90.71	278232	276210	0.115836	33.1424046456	665468	22004	95096	215232	1010105	25.0891351931	503766	267164	0.0118355926241086	0.115769781479374	0.54331900052605	77.722474200496	p3	single cell	TRUE
WTCHG_207700_712506	20150709_C52	0.383101186	4052	45	1886593	6.044440958	27.5717463849	13.7506315648	pass	pass	pass	pass	1876292	88.47	282136	324568	0.168498	44.9697383372	911828	33137	132411	223494	726778	32.6020591345	661055	364845	0.0176608971311502	0.11911472201555	0.387348024721099	82.9699833767134	p3	outlier: endothelial	TRUE
WTCHG_207700_712507	20150709_C89	0.610304857	4848	39	1792125	4.30092767	22.6703534109	12.5143794154	pass	pass	warn	warn	1789885	90.81	271912	274477	0.103885	34.0671417364	658726	23134	76054	211494	964203	27.0019667865	522113	245197	0.0129248527140012	0.118160663953271	0.538695502783698	78.9690160707348	p3	single cell	TRUE
WTCHG_207700_712508	20150709_bulk2	1	7627	69	2031136	6.043416098	30.8261107211	11.8473057918	pass	pass	pass	pass	2030411	89.5	282545	326518	0.435525	75.2783850546	1664515	61035	128696	268068	88832	38.1060771202	842581	891584	0.030060416339352	0.132026471487792	0.0437507480012667	77.7987186789832	p3	bulk control	FALSE
WTCHG_207700_712517	20150708_C90	0.630628489	5826	47	1924918	5.170298163	29.5565806718	10.880614691	pass	pass	warn	warn	1924349	91.27	278003	273067	0.113254	41.8369549854	864313	33616	91453	206556	869970	33.3156655572	688271	260308	0.0174687647614856	0.107338117981717	0.452085354579653	69.341782609465	p2	single cell	TRUE
WTCHG_209948_701502	20150702_C45	0.507137095	6156	40	1399056	5.700915474	26.6176221606	13.8934297863	pass	pass	warn	warn	1398402	90.42	201692	209266	0.088055	43.3828415901	656067	30959	78618	169325	577304	36.9396927671	558629	153263	0.0221388413346091	0.121084638036845	0.412831217346657	72.5339682090085	p1	single cell	TRUE
WTCHG_209948_701503	20150702_C80	0.244605607	5626	43	1891910	7.638154035	32.5009227591	17.8652922126	pass	pass	pass	pass	1889720	86.06	247442	372595	0.160778	41.8835528481	857776	31345	183126	235217	740538	31.3445494682	641937	352039	0.0165871134347946	0.124471879431874	0.391877103486231	80.589522698455	p1	single cell	TRUE
WTCHG_209948_701504	20150702_C35	0.528510958	5015	33	1585780	4.744542118	20.5425985225	12.8698394676	pass	pass	fail	fail	1585350	86.23	286402	353308	0.252951	42.8043569133	803838	76672	105661	444101	447663	26.8839975825	504864	553869	0.0483628220897594	0.280128047434321	0.282374869902545	94.5338290767033	p1	outlier: plasma cell	FALSE
WTCHG_209948_701505	20150702_C96	0.188040434	3334	44	2101467	5.469131802	28.8440886552	12.100735492	pass	pass	warn	warn	2099955	90.61	275231	304817	0.145937	31.5146901521	709159	17337	120376	213168	1190209	22.2230073205	500073	361080	0.00825589119766852	0.101510746658857	0.566778335726242	92.3955593622792	p1	single cell	FALSE
WTCHG_209948_701506	20150708_C25	1.008359787	7673	39	1980625	5.972306721	31.4183028763	13.992488374	pass	pass	warn	warn	1978533	89.82	305663	304612	0.08351	33.4008340567	736130	36846	126995	331965	971991	29.4073714783	648117	273753	0.0186228887766845	0.167783403157794	0.491268530775074	68.1765920024864	p2	outlier: endothelial	TRUE
WTCHG_209948_701507	20150708_C49	0.206345799	4787	46	2551372	13.04529485	43.0603333957	12.8179126943	pass	pass	pass	pass	2543269	83.8	336082	528899	0.290383	53.4676620394	1544592	53790	339450	498447	452555	33.8095923823	976703	783437	0.0211499452083126	0.195986739900498	0.177942246769807	91.4249371757171	p2	single cell	FALSE
WTCHG_209948_701508	20150708_C92	0.356196947	5203	42	1883706	7.637603745	34.9420682538	16.5165993383	pass	pass	pass	warn	1881822	87.66	251481	328534	0.221527	51.4603862614	1077299	50048	164610	304255	497241	35.1465736274	735777	467568	0.0265955015936683	0.16168107291763	0.264233811699512	80.1176460585183	p2	single cell	TRUE
WTCHG_209948_701517	20150702_C3	0.242662528	3618	39	1396108	6.053328253	26.3873637976	13.0249902902	pass	pass	warn	warn	1395502	89.87	185930	217551	0.10441	31.0872252081	461797	14903	84893	131643	792252	24.4711502213	363516	180154	0.0106793111009515	0.0943337952937366	0.567718283456419	84.9159991159226	p1	single cell	TRUE
WTCHG_209948_702502	20150702_C49	0.334634908	4217	44	1608231	5.706269808	27.4500689486	11.1828690082	pass	pass	warn	warn	1607566	91.34	219210	217096	0.098899	36.2871136497	617754	24028	84236	143326	833062	29.5893576503	503731	187804	0.0149468202238664	0.0891571481357531	0.518213249098326	83.3002216641303	p1	single cell	TRUE
WTCHG_209948_702503	20150702_C63	0.140974756	5219	43	2374069	13.4060973	42.9803100619	14.434362721	pass	pass	pass	pass	2370406	82.57	304287	530945	0.326191	52.6353667231	1398388	51595	338190	416524	452049	30.0746100681	799006	755261	0.021766313450101	0.175718421232481	0.190705305335879	89.4427576397504	p1	single cell	FALSE
WTCHG_209948_702504	20150702_C41	0.274615374	3714	47	2125982	6.964169969	33.3600767428	9.94577964002	pass	pass	pass	warn	2125032	90.63	278024	299772	0.15638	39.7815460637	895228	34039	132518	187722	1000853	28.5628521659	642767	363939	0.0160181117272587	0.0883384344329874	0.470982554615648	87.8446908239746	p1	single cell	TRUE
WTCHG_209948_702505	20150702_C53	0.115067043	5540	48	2265766	19.46401349	41.9623296697	16.7626584617	pass	pass	warn	pass	2260089	74.35	255008	701998	0.348478	41.8606621193	1062437	24865	493173	396543	561014	21.7816796636	552826	775389	0.0110017791334766	0.175454594929669	0.248226507894158	92.3248606709936	p1	single cell	FALSE
WTCHG_209948_702506	20150708_C37	0.574545145	6677	44	2535812	8.021533142	37.0326829418	13.5658816795	pass	pass	pass	warn	2532950	89.08	360254	395979	0.131126	51.2252449939	1440354	65401	199117	413780	693153	41.8165555577	1175800	396347	0.0258200911980102	0.163358929311672	0.273654434552597	71.3036482966848	p2	single cell	TRUE
WTCHG_209948_702507	20150708_C55	0.315630734	3945	46	2150767	7.99175364	30.8822593598	10.5590284577	pass	pass	warn	warn	2149819	89.66	278268	320541	0.160438	38.1678648137	876617	27906	156223	216444	1019551	26.5840162212	610566	374155	0.0129806276714458	0.100680103766875	0.474249692648544	88.3511256016325	p2	single cell	TRUE
WTCHG_209948_702508	20150708_C51	0.462821803	5082	41	1568081	4.312659869	24.1501050276	11.2173915817	pass	pass	pass	warn	1567655	92.78	231031	189871	0.086747	42.0608377985	705547	30088	56869	164952	719988	35.4036259929	593876	168168	0.0191929984594825	0.105222131144927	0.459277073080493	75.4866061948616	p2	single cell	TRUE
WTCHG_209948_702517	20150702_C9	0.406744708	5290	42	1439714	7.112454279	29.487620835	11.3096714617	pass	pass	warn	warn	1439193	89.58	196370	224935	0.082163	35.7107793445	547783	26206	96702	142354	720898	30.1249785683	462100	142967	0.0182088156348732	0.0989123765888244	0.500904326243944	72.3444651972774	p1	single cell	TRUE
WTCHG_209948_703502	20150702_C55	0.406960606	5541	38	1306347	6.133822024	27.7344377518	15.89433043	pass	pass	warn	pass	1305390	89.09	180911	217001	0.100822	46.4504194671	652627	29359	86399	150237	486375	38.9785885664	547648	162186	0.0224905966799194	0.115089743295107	0.372589800749201	75.2414041782045	p1	single cell	TRUE
WTCHG_209948_703503	20150702_C73	0.299011803	4349	40	1420893	6.517521024	27.6380538311	12.9182222886	pass	pass	warn	pass	1420118	89.8	188567	218975	0.115884	44.6716142866	675844	28420	90626	139703	578323	36.1048465348	546236	196521	0.0200124215030019	0.0983742196071031	0.407235877582004	80.0646431943681	p1	single cell	TRUE
WTCHG_209948_703504	20150702_C10	0.26684306	5143	43	2518098	8.536641545	37.3151255954	12.0371839359	pass	pass	pass	warn	2514957	88.01	336420	429600	0.194568	44.0736136793	1195562	55544	216629	294254	950659	30.3323542162	822810	522464	0.0220854670676278	0.117001602810704	0.378002089101325	81.7691281899942	p1	single cell	TRUE
WTCHG_209948_703505	20150702_C59	0.198403519	4011	45	2326288	5.725946229	32.4144964907	16.5752529314	pass	pass	warn	warn	2324049	88.21	310476	404242	0.19116	33.9197457065	859660	28373	179076	306365	1160920	22.7373486522	576254	532728	0.0122084345037476	0.131823812664879	0.499524751844733	92.0315380007435	p1	single cell	FALSE
WTCHG_209948_703506	20150708_C2	0.527993752	5413	42	1984839	6.257535246	31.14406865	11.7239964184	pass	pass	pass	warn	1983496	91.12	283780	267587	0.124207	45.9408838543	989472	49885	113848	254613	745976	36.9897492518	796683	287916	0.025150038114521	0.128365774370102	0.376091507116727	74.3951720466476	p2	single cell	TRUE
WTCHG_209948_703507	20150708_C61	0.152257514	4227	51	3022594	14.39885741	43.5069027527	12.8827028283	pass	pass	warn	pass	3016603	82.18	280745	676422	0.612398	75.0189199412	2397877	24236	453174	260815	60261	26.4761543041	846274	1643430	0.00803420271079754	0.0864598357821696	0.01997644370174	98.0213842350724	p2	single cell	FALSE
WTCHG_209948_703508	20150708_C57	0.396319814	3835	43	2072962	6.074062139	30.4576689045	9.78399296207	pass	pass	warn	warn	2072201	91.58	273572	266843	0.151653	43.5417080374	956000	36777	112375	186325	904119	31.8975804292	700342	341267	0.0177477957012857	0.0899164704582229	0.436308543427978	82.1559481703558	p2	single cell	TRUE
WTCHG_209948_703517	20150702_C21	0.18566556	4601	42	1670708	9.262959177	30.2477568094	15.1975829628	pass	pass	warn	warn	1668489	85.46	209894	342800	0.130169	37.3610433615	668642	24912	167887	179214	749022	29.1801257992	522230	251830	0.0149308745817323	0.10741095685977	0.448922348304364	82.3918189906408	p1	single cell	TRUE
WTCHG_209948_704502	20150702_C61	0.210277887	5212	42	1926927	6.006351045	32.1459133092	19.3138988069	pass	pass	pass	pass	1923827	87.98	267779	339746	0.186747	45.4937827948	968458	44564	151974	300182	663592	33.5126387538	713407	429648	0.0231642450178732	0.156033780584221	0.344933302214804	80.6648681855125	p1	single cell	TRUE
WTCHG_209948_704503	20150702_C79	0.11981679	5336	51	2563825	15.47293595	42.8156844344	17.9984721281	pass	pass	fail	pass	2557806	78.33	340503	693254	0.397865	51.6276926428	1540480	40253	457918	608894	336280	27.6518227443	825082	1070443	0.0157373154961713	0.23805323781397	0.131472050655914	90.9745074407874	p1	single cell	FALSE
WTCHG_209948_704504	20150702_C16	0.163428107	4609	41	1995799	6.367775512	33.3576003857	16.3690864592	pass	pass	pass	pass	1992292	88.79	285051	334038	0.258723	50.0141631532	1099996	38393	143960	303990	613030	31.5336807966	693542	574174	0.0192707695458296	0.152583055094334	0.307700879188392	85.5231828422152	p1	single cell	TRUE
WTCHG_209948_704505	20150702_C71	0.134929623	6176	54	2048095	23.37137682	41.8940253949	19.6875130101	pass	pass	pass	pass	2041685	69.89	240525	736045	0.273194	36.4277042591	818548	28049	523741	304281	572429	22.9417440126	515512	519958	0.0137381623511952	0.149034253569968	0.280370870139125	88.6717096371091	p1	single cell	FALSE
WTCHG_209948_704506	20150708_C14	0.220311216	3280	48	2574664	7.047405021	38.473888008	13.2515751435	pass	pass	pass	pass	2572464	89.82	297093	382904	0.40372	59.7921749106	1625702	32243	186836	220426	653714	26.7916206466	728443	1020345	0.0125338974617332	0.0856867190366901	0.254119785544132	94.1053396873182	p2	single cell	FALSE
WTCHG_209948_704507	20150708_C67	0.303660376	3309	46	1476337	6.664873941	29.6391930508	10.5313233784	pass	pass	pass	warn	1475655	91.53	183456	184375	0.181707	47.095481026	728374	20535	86058	107474	604149	32.0239365313	495279	276250	0.0139158543155412	0.0728313867401256	0.409410736249327	84.8789966825307	p2	single cell	FALSE
WTCHG_209948_704508	20150708_C63	0.126543412	2027	44	2525728	7.908333756	34.7916748244	13.4163143029	pass	pass	warn	pass	2521542	89.12	207696	387504	0.785325	91.4277058934	2308801	273	201134	7239	7828	18.9088317114	477500	1834739	0.000108267084188961	0.00287086235327431	0.0031044495788688	78.7053420147506	p2	empty site control	FALSE
WTCHG_209948_704517	20150702_C37	0.188904024	4171	40	1717564	6.160527352	29.531666111	13.3039064507	pass	pass	pass	pass	1716571	90	233716	262738	0.183594	51.3964830529	941489	38270	105746	172936	573375	36.8317014373	674689	343649	0.0222944463118624	0.100745031810511	0.334023468880693	83.7061717501917	p1	single cell	TRUE
WTCHG_209948_705502	20150702_C67	0.449060639	4402	45	1481200	5.615784499	23.0837123308	10.9293130518	pass	pass	warn	warn	1480825	91.58	194909	198339	0.084098	34.2373467815	528386	21940	70233	95805	826939	28.4204073989	438613	147952	0.0148160653689666	0.0646970438775682	0.558431279860888	76.5448278208844	p1	single cell	TRUE
WTCHG_209948_705503	20150702_C85	0.150906046	4643	47	1864817	22.65509163	40.1661132408	36.6953174093	pass	warn	fail	warn	1736197	53.75	134659	915519	0.5138	36.6495543211	702764	9863	710836	254546	239515	15.091597289	289385	643795	0.00568080695911812	0.146611242848594	0.137953815148857	93.8794049414966	p1	single cell	FALSE
WTCHG_209948_705504	20150702_C36	0.228629184	5434	42	2088915	8.844256468	32.8750597686	17.9070312601	pass	pass	warn	warn	2086013	84.21	272107	459907	0.151361	34.4876800768	795727	40760	230375	315914	924503	26.1407051336	603139	399439	0.0195396672983342	0.15144392676364	0.44319138950716	82.1786043701585	p1	single cell	TRUE
WTCHG_209948_705505	20150702_C77	0.252809716	4463	44	2101136	7.898441605	32.4225770806	10.6142873062	pass	pass	pass	warn	2099962	89.85	269045	307778	0.155252	43.3435745188	962985	32115	151863	187430	887355	31.7035955473	704374	346812	0.0152931338757558	0.08925399602469	0.422557646281218	82.7756489773459	p1	single cell	TRUE
WTCHG_209948_705506	20150708_C20	0.662549444	6581	40	2243912	5.182333354	28.8913248566	14.3239289092	pass	pass	warn	warn	2242597	91.18	320630	309874	0.107277	44.2144490064	1080755	52368	117587	296963	896675	36.5461873678	893316	304529	0.023351498285247	0.132419244295787	0.399837777362585	72.2516407344848	p2	single cell	TRUE
WTCHG_209948_705507	20150708_C75	0.158907713	6965	56	2898420	32.23645986	42.6743466248	12.1663381983	pass	warn	warn	pass	2890689	64.92	225976	1153746	0.488465	49.6472460249	1540701	26491	920563	299190	316351	20.3020917115	630034	1039890	0.00916425115257989	0.10350127599337	0.109437922931177	86.0801481761308	p2	single cell	FALSE
WTCHG_209948_705508	20150708_C85	0.400974953	5103	41	1682720	6.581071123	26.8676010907	13.8669690485	pass	pass	pass	pass	1681759	90.02	242812	252808	0.149259	66.4878906644	1232125	45721	104265	249692	221354	53.8270098	997499	300513	0.0271864161273999	0.148470738078405	0.131620523511395	74.1031102284361	p2	single cell	TRUE
WTCHG_209948_705517	20150702_C2	0.16493939	4460	36	1674200	11.64388962	34.8130311682	34.1356379465	pass	pass	warn	warn	1627229	71.23	200338	589206	0.296473	37.5786903883	708686	33692	368573	366597	408324	23.7895254821	448640	537523	0.0207051373838593	0.225289126484349	0.250932106052682	88.5005626885687	p1	single cell	FALSE
WTCHG_209948_706502	20150702_C75	0.396165726	4503	37	1463213	5.09023635	23.7611209478	13.2153728005	pass	pass	warn	warn	1462297	89.3	209127	246386	0.114848	36.3201650147	572619	36666	87070	174032	706200	28.9662416346	456678	223705	0.0250742496223407	0.119012758694027	0.482938828432254	87.6447531087984	p1	outlier: plasma cell	TRUE
WTCHG_209948_706503	20150702_C6	0.126077821	4221	42	2214738	8.740898472	37.6928523431	16.2496284266	pass	pass	warn	warn	2206832	86.42	300655	414006	0.307667	56.4501637515	1398572	53045	222421	396256	407240	34.4855005017	854390	726499	0.0240367186990219	0.179558752093499	0.184536022678663	91.549122213623	p1	single cell	FALSE
WTCHG_209948_706504	20150702_C42	0.141838346	5785	48	2521001	11.11094363	41.3550335974	18.6318978791	pass	pass	fail	pass	2516625	82.66	302898	583482	0.306494	49.8514966471	1390775	54883	332577	386732	624869	28.786064844	803084	804254	0.0218081756320469	0.153670888590871	0.24829642874882	85.3638941408683	p1	single cell	FALSE
WTCHG_209948_706505	20150702_C89	0.208766604	5786	46	2665939	14.451681	44.2247803952	11.8866035292	pass	pass	pass	pass	2662552	82.82	326262	584427	0.239294	50.5971691522	1487576	63785	380727	405739	602211	34.041022599	1000819	643158	0.0239563396320523	0.152387258539927	0.226178117835821	85.379742817099	p1	single cell	TRUE
WTCHG_209948_706506	20150708_C26	0.375039178	4742	41	2055483	5.031664091	27.7394907274	17.3776229054	pass	pass	pass	pass	2053877	89.97	318649	322345	0.202354	42.9001891685	994897	34440	119419	376203	794138	29.9076752719	693588	501373	0.0167682874875175	0.183167249061166	0.386653144273002	88.685477179122	p2	single cell	FALSE
WTCHG_209948_706507	20150708_C81	0.725282987	5127	36	1788329	4.923814354	26.3241351056	10.9261465658	pass	pass	warn	warn	1787730	91.98	249918	230280	0.06667	28.6600785533	545814	21591	80329	172820	1083886	24.849142005	473237	161192	0.0120773271131547	0.0966700788150336	0.606291777841173	75.3532046428804	p2	single cell	TRUE
WTCHG_209948_706508	20150708_C91	0.383684436	4759	44	1730666	6.284401496	27.3153587799	16.1219052157	pass	pass	warn	fail	1729442	88.46	231491	298317	0.151111	36.3078776594	676260	22095	124792	193432	845992	25.8477663402	481433	307966	0.0127757970489904	0.111846479962901	0.489170495454603	84.2626273811984	p2	outlier: endothelial	TRUE
WTCHG_209948_706517	20150702_C8	0.089807023	4133	48	1914985	19.71378366	38.99042528	21.8702034982	pass	pass	warn	warn	1897216	69.38	168458	687995	0.667617	58.1310838854	1174002	2272	502730	181162	159411	15.7068039495	317211	1007631	0.00119754419106733	0.0954883365942518	0.0840236430643638	93.5776269907454	p1	single cell	FALSE
WTCHG_209948_707502	20150702_C87	0.153928612	4550	46	2276517	8.362292045	34.2147501292	21.2556473286	pass	pass	warn	warn	2272756	84.6	306758	485022	0.406416	51.99603098	1362973	31583	249334	491922	485490	25.0177964996	655792	1040093	0.0138963443502074	0.216442944161186	0.213612899932945	90.9782680590458	p1	single cell	FALSE
WTCHG_209948_707503	20150702_C18	0.220209177	4416	45	2052859	5.539347807	27.345719463	13.5949536643	pass	pass	pass	pass	2051548	91.19	282777	282137	0.171796	49.8072445634	1100638	43962	108021	234694	722480	37.0638452888	819035	400108	0.0214286967694638	0.114398493235352	0.352163342022707	81.4285988257185	p1	single cell	TRUE
WTCHG_209948_707504	20150702_C58	0.305488731	4775	41	1632999	5.225232838	25.1268771452	13.3091715967	pass	pass	warn	pass	1632333	90.85	238630	241185	0.132694	48.3992791931	850068	36763	78616	185853	605065	38.1429258725	669929	261142	0.0225217526080769	0.113857282797076	0.370674978696136	79.4049229112365	p1	single cell	TRUE
WTCHG_209948_707505	20150702_C66	0.139031677	4531	44	2265773	8.121908064	34.6118966257	13.690586896	pass	pass	pass	warn	2263621	88.52	305753	368012	0.164093	40.2624187362	1007133	35123	187036	340413	931717	29.7256120719	743563	435643	0.015516290050322	0.15038427369246	0.411604681172334	87.8089805027019	p1	single cell	TRUE
WTCHG_209948_707506	20150708_C32	0.17553321	4525	49	3067027	13.26287639	41.9220009488	16.952776518	pass	pass	warn	pass	3060596	81.09	241922	736467	0.68336	73.5670921539	2299235	10411	469758	100039	245915	19.079574244	596305	1801756	0.00340162504296549	0.0326861173444649	0.0803487294631503	98.2613185647244	p2	single cell	FALSE
WTCHG_209948_707507	20150708_C93	0.265754242	6103	52	2643319	16.5432549	44.491896652	13.6413780981	pass	pass	warn	warn	2639638	79.2	305628	682431	0.258734	39.6929014441	1172258	45980	461896	445897	827288	24.066854952	710771	709877	0.0174190551886281	0.168923541788685	0.313409641776638	82.1756559303662	p2	single cell	FALSE
WTCHG_209948_707508	20150708_C6	0.224966355	4516	46	2107209	8.303115638	31.2460361926	21.7191729225	pass	pass	warn	warn	2104035	84.23	279483	459989	0.352706	57.2586325575	1356737	34829	232257	381841	363825	32.3443577919	766396	806287	0.0165534318583103	0.181480346096904	0.172917750892927	87.4279375937021	p2	single cell	FALSE
WTCHG_209948_707517	20150702_C20	0.148315274	5501	45	2789884	11.60542876	37.8203770312	24.3993179129	pass	pass	pass	pass	2775012	77.99	332662	791989	0.35476	41.9796418307	1286103	33820	472418	425410	845884	22.2531404688	681755	992865	0.0121873346853996	0.153300237980953	0.304821744914977	89.949342068853	p1	single cell	FALSE
WTCHG_209948_708502	20150702_C93	0.243526119	4391	45	1713496	7.799142805	30.9816959684	11.397532629	pass	pass	pass	pass	1712511	89.19	226835	265985	0.14515	44.9481702894	821048	36956	130216	173551	664884	33.9944324462	620961	271966	0.0215800073692957	0.101342998672709	0.388250936782304	83.3050460105069	p1	single cell	TRUE
WTCHG_209948_708503	20150702_C34	0.569963298	5177	42	1601966	5.306354817	27.2375424828	10.1594591911	pass	pass	pass	pass	1601601	92.37	235976	193573	0.096483	40.2523775751	693538	31480	73712	180866	743378	33.533123541	577767	181892	0.0196553323830342	0.112928251168674	0.464146813095147	74.0271774620857	p1	single cell	TRUE
WTCHG_209948_708504	20150702_C64	0.274183579	4150	47	1989059	5.25756149	24.6077102702	10.6758127602	pass	pass	warn	warn	1988317	91.85	280798	262512	0.142512	45.8755181813	961566	37347	86375	163011	847734	34.807228703	729571	325106	0.0187832221924371	0.0819844119423613	0.426357567731906	83.8612299534649	p1	single cell	TRUE
WTCHG_209948_708505	20150702_C76	0.200778393	5631	42	2356902	8.937452639	41.2450797913	20.3453721242	pass	pass	warn	warn	2349350	83.04	341848	535044	0.190535	33.7033617429	885207	37639	301185	412418	990016	25.044042087	657773	533693	0.0160210270926001	0.175545576436035	0.421399961691532	79.8093758317012	p1	single cell	TRUE
WTCHG_209948_708506	20150708_C38	0.323389299	4686	46	2227976	15.82436256	39.4106668864	37.1189693348	pass	pass	fail	warn	2101012	63.4	231448	917149	0.353984	30.8630270554	766949	24009	644305	532438	517308	17.250883196	428686	786160	0.0114273502483565	0.253419780562891	0.246218488994827	93.7843956112525	p2	single cell	FALSE
WTCHG_209948_708507	20150708_C50	0.333807944	3741	45	1883199	6.245171116	33.8208975022	15.1139188433	pass	pass	warn	warn	1881471	84.25	335951	446456	0.517282	48.8845836101	1123093	212356	182059	608433	171497	20.8668090281	479402	1120502	0.112867006719742	0.323381545609791	0.0911504881021286	98.0543410055412	p2	outlier: plasma cell	FALSE
WTCHG_209948_708508	20150708_C12	1.259958979	6389	41	1319327	4.230869223	21.3936572041	12.5633222799	pass	pass	warn	warn	1319046	91.02	192904	198997	0.060924	30.6098709435	428398	19125	56571	121142	774306	26.9758249484	377538	105517	0.0144991152696722	0.091840618143719	0.587019709699283	71.8331674303806	p2	single cell	TRUE
WTCHG_209948_708517	20150702_C26	0.556145852	7958	43	2121931	6.207647657	34.1560336326	23.8281320173	pass	pass	pass	pass	2115298	84.84	367983	449894	0.191781	41.1874392279	1142409	68079	220486	861991	480718	31.7183326285	879766	729406	0.0321841177933322	0.407503339954938	0.227257814265413	81.2575158336613	p1	outlier: endothelial	FALSE
WTCHG_209948_709502	20150702_C56	0.10276088	4424	46	2710879	16.93705252	44.219134843	14.3068416066	pass	pass	warn	pass	2704014	78.04	252274	731636	0.615973	61.9928189238	1808227	11768	507939	300468	288431	18.2848315279	533338	1432607	0.00435204847312181	0.111119247163661	0.106667716957087	98.4913338740331	p1	single cell	FALSE
WTCHG_209948_709503	20150702_C5	0.120248586	4232	50	2346240	11.85671543	37.1475173968	15.8099297733	pass	pass	warn	pass	2337999	82.35	255184	533327	0.28744	45.5652646661	1138167	29882	330232	236409	763193	26.4119656525	659740	656971	0.0127810148763964	0.101115954283984	0.326429994195891	92.6425465399879	p1	single cell	FALSE
WTCHG_209948_709504	20150702_C70	0.101897289	5718	47	3025871	17.34763313	46.4020525801	18.619236517	pass	pass	warn	pass	3013217	76.14	336515	894344	0.492798	51.5921628196	1793341	51952	599209	627858	403635	21.5797491078	750111	1434843	0.0172413735884273	0.208368000047789	0.133954839628211	91.2707766927106	p1	single cell	FALSE
