sampleID	CDNA	detected_genes	detected_spikes	read_pairs	pct_trim_Illum	pct_trim_Nex	pct_trim_Smart	per_base_quality_read1	per_base_quality_read2	per_seq_GC_read1	per_seq_GC_read2	paired_total	pct_alignment	paired_aligned_multi	paired_aligned_none	pct_duplication	pct_assigned	assigned	unassigned_ambiguity	unassigned_unmapped	unassigned_multimapping	unassigned_nofeatures	pct_assigned_dedup	assigned_dedup	unassigned_duplicate_dedup	pct_ambiguity	pct_multimapping	pct_nofeatures	top500tpm	batchvar	library_type	QCpass
WTCHG_207700_703508	20150709_C72	0.295570186	5310	43	2184887	7.737608398	35.6225991718	15.2066818627	pass	pass	pass	warn	2182146	86.7	299392	412037	0.171632	36.5312641502	887454	37425	201308	344924	958189	25.3237558144	615190	447796	0.0171505481301434	0.158066417187484	0.439103982959894	78.4988402605188	p3	single cell	TRUE
WTCHG_207700_703517	20150708_C41	0.473462121	3962	44	1526553	5.732129838	29.4096929681	12.2656409746	pass	pass	pass	pass	1525864	89.53	228823	253712	0.142139	41.6260472269	695058	25637	87838	208489	652745	31.0475054304	518421	264763	0.0168016284544363	0.136636685838318	0.427787142235481	84.8534073622227	p2	single cell	TRUE
WTCHG_207700_704502	20150708_C65	0.120779906	3022	46	2681114	9.408104243	40.242020187	15.5475801514	pass	pass	pass	warn	2676841	86.12	268206	514959	0.715072	79.1830462814	2192128	7398	277488	134202	157215	18.2661587014	505686	1760106	0.00276370542740491	0.0501344682033785	0.0587315421423984	98.4385093731533	p2	single cell	FALSE
WTCHG_207700_704503	20150709_C2	0.326562023	4105	44	1977260	5.822805296	29.7643631629	15.8025499954	pass	pass	fail	pass	1972631	88.16	283468	348881	0.208548	39.4960701778	865586	31238	145330	311953	837468	24.965196263	547131	486012	0.0158357036871062	0.158140574694406	0.424543667822314	85.613182190354	p3	single cell	TRUE
WTCHG_207700_704504	20150709_C55	0.543923692	5642	41	1966390	6.27744242	32.5798640666	13.2149110993	pass	pass	pass	pass	1963933	88.9	310326	331538	0.149638	39.4943208787	880345	42861	132839	373597	799400	29.4285168247	655974	388940	0.0218240642628847	0.190228994573644	0.407040362374888	74.674198011739	p3	single cell	TRUE
WTCHG_207700_704505	20150709_C63	0.388964506	4006	41	1825901	5.901086642	29.1283311532	11.8019137676	pass	pass	pass	pass	1824882	90.81	260325	260617	0.165312	49.4721497739	974025	32708	100120	211336	650646	36.3858830222	716378	342241	0.0179233506604811	0.115808035807247	0.356541409252763	80.696859593275	p3	single cell	TRUE
WTCHG_207700_704506	20150709_C4	0.235471151	3736	50	2334196	11.02880821	36.4145185133	26.4213262522	pass	pass	warn	warn	2319770	75.95	272462	709124	0.681389	60.8236550609	1585489	4249	438485	414762	163713	16.6279714796	433441	1507495	0.00183164710294555	0.17879444944973	0.0705729447315898	97.3144836705391	p3	single cell	FALSE
WTCHG_207700_704507	20150709_C90	0.593761917	4798	45	930504	9.964922236	23.3211990607	11.7762232649	pass	pass	warn	warn	930052	87.37	129971	159342	0.081277	41.3083960894	413483	14754	85745	104709	382275	35.0551367379	350890	88144	0.0158636291304142	0.112584027559749	0.411025405031117	72.6607345710588	p3	single cell	FALSE
WTCHG_207700_704508	20150709_C76	0.211389656	3840	43	2581843	9.097958319	40.9468422797	23.3083959551	pass	pass	pass	pass	2514699	81.11	419843	627030	0.461003	41.3679480872	1331034	29520	360459	965904	530632	17.4270850265	560725	1438688	0.0117389794961544	0.38410322666848	0.211012133062446	93.9333118389033	p3	single cell	FALSE
WTCHG_207700_704517	20150708_C4	0.56279646	5065	40	1846921	6.107028942	32.1337346484	10.9011524763	pass	pass	warn	pass	1846025	90.09	270124	281822	0.113242	36.3509502448	728075	27852	111208	228127	907643	29.0614382609	582073	263632	0.0150875529854688	0.123577416340515	0.49167427310031	74.1057373684401	p2	single cell	TRUE
WTCHG_207700_705502	20150708_C71	0.356640294	3817	43	2220873	7.514837634	31.8151599035	11.5154382313	pass	pass	warn	warn	2219490	89.01	277900	357585	0.181744	38.0101766366	883263	25917	163834	156719	1094021	24.9248414419	579192	429803	0.0116770068799589	0.0706103654443138	0.492915489594456	89.6634217197932	p2	single cell	FALSE
WTCHG_207700_705503	20150709_C8	0.220184636	3996	47	2058909	18.30683143	37.9065019005	24.1370085708	pass	pass	warn	pass	2041011	70.44	214449	722903	0.663252	57.2660180872	1327420	7129	510926	382563	89951	17.3424895459	401997	1228825	0.00349287681448067	0.187437990290106	0.0440717859923342	99.038460593043	p3	single cell	FALSE
WTCHG_207700_705504	20150709_C67	0.404041616	4006	42	1618947	5.390726194	27.1421410484	13.8328687121	pass	pass	pass	warn	1616729	89.49	240290	274028	0.185871	52.8162880121	915620	32534	87839	177552	520049	37.450175762	649234	344990	0.0201233478214345	0.109821745017254	0.321667391380992	81.4959643671717	p3	single cell	TRUE
WTCHG_207700_705505	20150709_C69	0.586223362	5529	42	2048815	6.283290585	31.0812306897	13.0902650233	pass	pass	pass	warn	2047216	89.05	303653	341187	0.110199	36.8118760936	819873	37826	136981	269453	963064	29.418232873	655202	281241	0.0184767997123899	0.131619233143938	0.470426178771561	73.7155384488838	p3	single cell	TRUE
WTCHG_207700_705506	20150709_C10	0.453461032	4296	41	2018534	7.259228727	32.6440712357	54.0437397098	pass	pass	fail	fail	1694570	57.01	163327	870956	0.284894	25.6132282427	491545	18695	603483	317899	487484	15.7155988257	301599	481811	0.0110322972789557	0.187598623839676	0.287674159226234	86.1909809822575	p3	single cell	FALSE
WTCHG_207700_705507	20150709_C96	0.240915663	4099	48	2862431	6.919957197	34.5624056476	13.8892152749	pass	pass	warn	warn	2859600	89.73	412033	434175	0.389627	68.7930068636	2200625	78587	196209	485955	237532	37.1836889338	1189472	1161373	0.0274818156385508	0.169938103231221	0.0830647643026997	87.3427756739751	p3	single cell	FALSE
WTCHG_207700_705508	20150709_C88	0.381425951	3840	46	1615283	4.143360637	23.1080100903	11.7300497652	pass	pass	fail	warn	1614179	91.3	229143	237105	0.124283	41.4313293779	702839	24005	62915	122850	783786	31.7697234429	538940	240592	0.0148713370698045	0.0761068010425114	0.485563249181163	75.3765816586015	p3	outlier: endothelial	TRUE
WTCHG_207700_705517	20150708_C10	0.191050341	5234	55	2279279	23.39871512	41.4450928159	21.4906957082	pass	warn	warn	pass	2269759	67.39	242595	875746	0.587762	48.8431933168	1265343	9834	637598	451106	226742	16.4591297151	426394	1181111	0.00433261857316129	0.198746210500762	0.0998969494118098	95.5988619254511	p2	single cell	FALSE
WTCHG_207700_706502	20150708_C77	0.514250008	4578	39	1369037	4.557510133	24.6825512142	14.3950371773	pass	pass	pass	pass	1367770	90.24	199889	219600	0.111974	42.0246085547	613790	24793	65476	140827	615663	33.8091361536	493799	194753	0.0181265856101538	0.102961024148797	0.450121730992784	77.6826628453029	p2	single cell	TRUE
WTCHG_207700_706503	20150709_C20	0.235261746	1830	38	1882090	6.087381581	31.329238251	36.9875498985	pass	pass	warn	warn	1707215	73.25	311778	571192	0.606243	33.4167287337	940849	4325	357341	1365953	147035	11.6277269106	327379	1682791	0.00253336574479489	0.800106020624233	0.0861256490834488	99.0236676944282	p3	single cell	FALSE
WTCHG_207700_706504	20150709_C75	0.391896167	5577	41	2215321	7.359023816	33.8787602758	20.9482986641	pass	pass	pass	pass	2207912	85.02	325884	474545	0.191328	45.2421569118	1129527	51866	218387	415018	681827	32.7655134431	818032	527119	0.0234909724662939	0.187968542224509	0.308810767820457	77.827109421733	p3	single cell	TRUE
WTCHG_207700_706505	20150709_C73	0.468747547	5451	47	2340502	6.212769739	32.7728010561	14.1080924487	pass	pass	pass	warn	2336907	89.28	359307	377791	0.158797	48.6304399149	1268881	57915	157471	400292	724673	37.3158845208	973658	459899	0.024782757722066	0.171291369318505	0.310099203776616	73.1027462711305	p3	single cell	TRUE
WTCHG_207700_706506	20150709_C16	0.328865471	3680	46	2515009	12.20281915	40.8324238516	60.3480848237	pass	pass	fail	fail	1803411	36.17	115756	1246213	0.434066	24.7672957116	491452	13669	1070805	256728	151624	13.046760585	258884	459166	0.00757952568771068	0.142356900340521	0.0840762310976256	93.9281686419731	p3	single cell	FALSE
WTCHG_207700_706507	20150709_C53	0.275257969	4242	44	2624175	7.485705031	37.9554255156	46.9165646302	pass	pass	fail	fail	2188760	61.24	290750	998408	0.277131	22.0715908173	590016	24855	720007	684312	654002	14.7736862896	394929	769994	0.0113557448052779	0.312648257460845	0.298800233922404	84.9545096545812	p3	single cell	FALSE
WTCHG_207700_706508	20150709_C94	0.485709295	5612	39	1546187	4.528882988	24.5880846283	14.700791608	pass	pass	warn	warn	1544325	89.78	228463	253641	0.093501	35.8652612466	609944	29995	81291	219360	760064	29.5770921069	503004	201452	0.0194227251388147	0.142042639988344	0.492165832969097	70.3691542676832	p3	single cell	TRUE
WTCHG_207700_706517	20150708_C30	1.203210615	7320	39	1331416	4.408013724	23.8368325776	12.9114350138	pass	pass	warn	pass	1330921	90.86	203686	205333	0.071175	41.8534561966	596729	28580	55045	142509	602895	36.4766671483	520069	127385	0.0214738515659457	0.107075476305506	0.452990823647685	67.1366046990592	p2	single cell	TRUE
WTCHG_207700_707502	20150708_C83	0.232724921	3739	46	2297514	12.23983836	36.8823293902	41.3720930857	pass	pass	fail	fail	2234586	67.78	690394	909177	0.708487	15.3610526238	732107	10212	546569	3306642	170465	5.77442905416	275209	3471375	0.00456997403545892	1.47975598164492	0.0762848241240212	97.2430165014715	p2	single cell	FALSE
WTCHG_207700_707503	20150709_C26	0.451576394	3745	41	1743606	4.958459652	26.2857401629	15.2819521579	pass	pass	warn	warn	1742441	88.86	275596	302925	0.190081	35.7375091598	718865	27119	106805	380250	778475	23.8501944307	479750	471765	0.01556379814295	0.218228335995308	0.446772659734246	89.7313401685672	p3	outlier: plasma cell	FALSE
WTCHG_207700_707504	20150709_C81	0.21159906	4080	51	2627541	11.43662459	37.6381134143	15.4683671908	pass	pass	warn	pass	2620839	83.21	304360	579494	0.586122	63.6599802148	1794755	4916	339331	283982	396299	18.6737195237	526465	1441106	0.00187573521303674	0.108355377800773	0.151210738240693	98.6529318194227	p3	single cell	FALSE
WTCHG_207700_707505	20150709_C79	0.467072312	5000	41	2965575	6.115711118	33.8170916947	13.7405850341	pass	pass	pass	warn	2962836	89.19	440681	481837	0.192505	37.0391148484	1233957	48117	204348	516103	1328972	24.5958198371	819409	685897	0.0162401833918583	0.174192226636911	0.44854727025053	81.5194528767508	p3	single cell	TRUE
WTCHG_207700_707506	20150709_C22	0.370327523	3656	38	2443030	5.79215155	30.124872481	14.9699606789	pass	pass	pass	pass	2438637	88.55	352041	423550	0.23385	37.3080090006	1017201	20365	169703	391442	1127784	21.8416685158	595512	674376	0.00835097638557932	0.160516714869823	0.462464893299003	94.1185187374539	p3	single cell	FALSE
WTCHG_207700_707507	20150709_C59	0.316091808	4488	49	2393615	8.401977762	35.3173031786	17.15393569	pass	pass	warn	warn	2352294	84.93	307118	478375	0.233431	54.9993599952	1430832	55583	264615	358091	492422	37.8098689893	983640	584832	0.0236292742318775	0.152230546011681	0.20933692812208	81.2758204288033	p3	single cell	TRUE
WTCHG_207700_707508	20150702_bulk1	1	9065	65	2553323	8.171704089	30.8306092537	9.95017429398	pass	pass	pass	pass	2552297	85.49	369861	521274	0.334031	66.5524229421	1881435	120963	253518	419332	151749	40.7470542063	1151918	880251	0.0473937790155299	0.16429592637534	0.0594558548632859	80.1868846320016	p1	bulk control	FALSE
WTCHG_207700_707517	20150708_C42	0.363068819	5532	45	2771772	9.296291326	34.7679217875	15.047845014	pass	pass	pass	pass	2767373	85.65	397704	556359	0.173183	36.5241100945	1144506	50739	280322	511917	1146079	26.528364038	831283	598736	0.0183347167150941	0.184983014577363	0.414139691324588	80.725254061217	p2	single cell	TRUE
WTCHG_207700_708502	20150708_C95	0.136962057	5423	51	2194048	27.19653353	42.6307550544	25.4728458177	pass	warn	warn	pass	2182371	60.2	285594	1004017	0.57453	40.3178762092	1024828	11923	760025	533314	211780	16.6576182102	423415	1083225	0.00546332406359872	0.244373665155924	0.0970412455077528	96.0117705603823	p2	single cell	FALSE
WTCHG_207700_708503	20150709_C32	0.245731962	5293	50	2333692	21.91334589	39.9423068468	19.7386928268	pass	pass	warn	pass	2290714	70.2	261780	804402	0.508571	57.4477310165	1432292	22576	594193	302951	141197	25.0892323909	625527	954126	0.0098554424515675	0.132251778266514	0.061638860198174	96.8736768298318	p3	single cell	FALSE
WTCHG_207700_708504	20150709_C87	0.484871678	5379	45	2747498	7.780387829	37.1293180179	10.8877992328	pass	pass	pass	warn	2744393	88.51	392849	462674	0.162398	46.3455312076	1387480	52394	213373	372141	968385	34.5292378547	1033727	508749	0.0190912890391427	0.135600477045379	0.352859448337028	73.0157182499045	p3	single cell	TRUE
WTCHG_207700_708505	20150709_C85	0.297873634	4971	44	2665605	11.41320638	42.5932090733	19.6336779466	pass	pass	pass	pass	2651765	80.88	397463	663898	0.343855	38.344040566	1252084	41537	393250	829656	748867	20.4988433249	669368	1159370	0.0156639068695755	0.312869353053532	0.282403229547113	86.2564994542402	p3	single cell	FALSE
WTCHG_207700_708506	20150709_C30	0.475657889	5993	41	2314631	5.290389699	30.811555105	17.6350248863	pass	pass	pass	pass	2311111	88.6	339018	402761	0.135555	35.1096470285	893359	39295	155038	335729	1121062	27.3400529695	695663	419651	0.0170026450482041	0.145267362753239	0.485074927167064	71.9162284398101	p3	outlier: endothelial	TRUE
WTCHG_207700_708507	20150709_C65	0.402366382	4724	45	1884608	6.835426784	30.9112058609	14.4470820002	pass	pass	pass	warn	1882214	87.66	266413	344161	0.164554	38.534939164	786522	27052	148410	231100	847978	27.2194573217	555566	357651	0.0143724358654223	0.122780937767969	0.450521566623136	79.8047450627141	p3	single cell	TRUE
WTCHG_207700_708508	20150702_bulk2	1	8803	61	2327652	6.081536243	30.1083766766	10.2015188046	pass	pass	pass	pass	2326830	87.3	347202	435150	0.339667	68.8685505659	1774642	105224	187879	381157	127952	41.7525013059	1075901	826058	0.0452220402865701	0.163809560646889	0.0549898359570746	80.1802885904524	p1	bulk control	FALSE
WTCHG_207700_708517	20150708_C52	0.487870886	6287	40	2127821	8.751065057	35.0058370444	9.93671552741	pass	pass	pass	pass	2126588	88.15	311722	362454	0.114382	37.2641890045	858988	39716	174781	264025	967620	29.5742105651	681724	288614	0.0186759259433421	0.124154279061106	0.455010561519204	73.2238561528801	p2	single cell	TRUE
WTCHG_207700_709502	20150708_C60	0.140287156	4212	52	3295250	9.660845156	41.1282759264	16.9446959576	pass	pass	warn	warn	3288982	84.84	378946	677331	0.467105	57.2824622915	2048599	39080	376316	407464	704852	23.0428226181	824083	1508960	0.0118820960406594	0.12388757372342	0.214307040902018	95.035118587017	p2	single cell	FALSE
WTCHG_207700_709503	20150709_C1	0.298501847	242	23	2193	49.84040128	29.9115044248	10.6158088235	warn	fail	pass	warn	2176	38.88	142	1639	0.040189	28.4976323719	662	28	1052	229	352	26.2160998709	609	65	0.0128676470588235	0.105238970588235	0.161764705882353	100	p3	single cell	FALSE
WTCHG_207700_709504	20150709_C93	1.036652023	6709	42	1782365	5.224238582	28.6140860772	11.8892930518	pass	pass	pass	pass	1781460	90.06	280477	288123	0.087809	40.9128420469	802640	37439	91586	262479	767685	34.6899755279	680558	215784	0.0210159082999338	0.147339261055539	0.430930248223367	66.7789029238036	p3	single cell	TRUE
WTCHG_207700_709505	20150709_C6	0.41493064	3910	40	1986537	4.944735487	27.6227540994	16.9233356363	pass	pass	fail	fail	1974268	87.74	304162	369863	0.182906	33.9017839168	759462	22774	140897	374670	942380	22.5279363338	504667	468954	0.0115354146448203	0.189776666592378	0.477331345085875	84.3953618663267	p3	single cell	FALSE
WTCHG_207700_709506	20150709_C36	0.37598144	5045	45	3031726	6.840195981	33.429736896	17.8123739544	pass	pass	pass	pass	2977593	86.3	437956	573522	0.19977	38.9880976095	1321169	59118	283967	575231	1149162	27.0290767967	915920	721007	0.0198542917047427	0.193186577211862	0.385936560167894	79.3399208573436	p3	single cell	TRUE
WTCHG_207700_709507	20150709_C71	0.343314368	4557	40	2411467	5.380500749	28.908992121	14.7011741698	pass	pass	pass	pass	2409447	89.71	357016	391373	0.221829	53.0125065951	1426768	53746	139881	405112	665873	36.1674308347	973403	628589	0.0223063632443461	0.168134845879573	0.276359264179706	80.6102105148131	p3	single cell	TRUE
WTCHG_207700_709508	20150708_bulk1	1	8257	65	2891153	7.85164258	26.6027753938	11.5379238851	pass	pass	pass	pass	2890052	87.61	395435	515563	0.411562	74.1515854736	2307343	84657	232867	334880	151910	39.1344868666	1217731	1180054	0.0292925525215463	0.115873347607586	0.0525630680693635	77.045581088647	p2	bulk control	FALSE
WTCHG_207700_709517	20150708_C58	0.329817825	3514	43	2140227	6.64373452	33.6852229249	13.3726997795	pass	pass	pass	warn	2138708	88.44	282326	370890	0.175458	35.452391129	813693	21817	158482	229686	1071493	24.0169904552	551231	424406	0.0102010185588683	0.107394744864657	0.501000136531027	91.0670768960274	p2	single cell	FALSE
WTCHG_207700_710502	20150708_C72	0.102824369	2450	47	2583214	9.841035238	42.3217059148	12.7718645006	pass	pass	warn	pass	2579318	86.87	197848	460537	0.809606	89.0838032334	2301505	303	265000	7917	8803	16.3061518977	421274	1883148	0.00011747291338253	0.0030694160239257	0.00341291767823898	76.4997793198292	p2	empty site control	FALSE
WTCHG_207700_710503	20150709_C7	0.347921263	5021	41	1839325	7.694072554	32.7136759099	21.0642789681	pass	pass	warn	pass	1835966	84.83	280540	395974	0.250029	49.8056022433	1060559	38713	186285	419803	424037	33.4275853681	711806	572338	0.021085902462246	0.228655105813506	0.230961248737722	79.99378410206	p3	single cell	TRUE
WTCHG_207700_710504	20150709_C50	0.481940018	5560	41	2532738	4.682876792	30.9087579675	16.1766820668	pass	pass	pass	pass	2517290	89.39	411117	419106	0.164773	36.4885776309	1095756	48231	151196	639719	1068109	26.4272758242	793614	586831	0.0191598901993811	0.254130036666415	0.424309078413691	79.5640871189282	p3	single cell	TRUE
WTCHG_207700_710505	20150709_C24	0.449691755	5077	44	2120768	8.131818285	28.2023903444	13.8559540971	pass	pass	warn	warn	2119255	87.77	288584	378473	0.179214	47.0447379196	1061700	36517	167273	205579	785719	33.0592417188	746077	422081	0.0172310552529073	0.0970053155472088	0.370752457821263	75.6514595903014	p3	single cell	TRUE
WTCHG_207700_710506	20150709_C42	0.463512439	4538	44	2318115	6.312930981	32.0835939322	11.4714305325	pass	pass	pass	pass	2316494	90.25	340865	344685	0.198386	44.572752242	1139707	62702	140538	341818	872194	29.8079476441	762177	521938	0.0270676289254365	0.147558336002597	0.376514681238112	78.1301446092187	p3	single cell	TRUE
WTCHG_207700_710507	20150709_C77	0.405926255	4192	43	2004001	5.725146844	27.9226186855	12.2228656064	pass	pass	fail	warn	1999842	89.84	273764	311970	0.147731	37.8271618145	806219	30805	121271	193373	979655	27.1400909201	578443	345626	0.0154037168936346	0.0966941388369681	0.489866199429755	80.3619654459985	p3	single cell	TRUE
WTCHG_207700_710508	20150708_bulk2	1	9097	65	2024763	6.352397787	28.9548694524	10.7911902561	pass	pass	pass	pass	2024077	89.81	310384	312002	0.303914	70.9782156262	1597797	66858	125784	339511	121159	45.530269747	1024936	652610	0.0330313520681278	0.167736207664036	0.0598588887675716	74.0576196035639	p2	bulk control	FALSE
WTCHG_207700_710517	20150708_C64	0.316295754	4104	34	1709364	4.800030889	26.9773409189	15.2744625881	pass	pass	pass	pass	1708466	90.07	251664	274077	0.168706	49.4186474134	907060	37154	87966	196088	607193	36.9830794552	678810	344416	0.0217469940870933	0.11477430630753	0.355402448746419	79.6881588322727	p2	single cell	TRUE
WTCHG_207700_711502	20150709_C3	0.260809072	4827	47	1820321	13.26375952	34.191479786	20.739419176	pass	pass	pass	warn	1802577	78.36	213229	505933	0.226226	44.6904251857	881625	36702	299050	244589	510772	29.7315710449	586526	422622	0.0203608500496789	0.135688517050867	0.28335655009467	82.987830708434	p3	single cell	TRUE
